day,date,tender,value
Thursday,2023-08-24,Mail Order Pickup,109.0
Friday,2023-08-25,Integrated EFTPOS,1534.98
Saturday,2023-08-26,Integrated EFTPOS,4382.75
Sunday,2023-08-27,Account,169.99
Sunday,2023-08-27,Integrated EFTPOS,3246.81
Monday,2023-08-28,Gift Voucher,80.99
Monday,2023-08-28,Integrated EFTPOS,2064.93
Monday,2023-08-28,Mail Order Pickup,59.0
Tuesday,2023-08-29,Gift Voucher,20.0
Tuesday,2023-08-29,Integrated EFTPOS,3132.84
Tuesday,2023-08-29,Mail Order Pickup,148.0
Wednesday,2023-08-30,Account,62.0
Wednesday,2023-08-30,CASH,28.0
Wednesday,2023-08-30,Integrated EFTPOS,1909.87
Wednesday,2023-08-30,Mail Order Pickup,89.99
Thursday,2023-08-31,Account,0.0
Thursday,2023-08-31,Integrated EFTPOS,2990.35
Friday,2023-09-01,Account,279.98
Friday,2023-09-01,CASH,128.0
Friday,2023-09-01,Gift Voucher,20.0
Friday,2023-09-01,Integrated EFTPOS,2779.87
Saturday,2023-09-02,Eftpos card,-295.99
Saturday,2023-09-02,Gift Voucher,40.0
Saturday,2023-09-02,Integrated EFTPOS,7690.61
Sunday,2023-09-03,Integrated EFTPOS,6816.17
Monday,2023-09-04,Integrated EFTPOS,2234.33
Monday,2023-09-04,Mail Order Pickup,292.99
Tuesday,2023-09-05,CASH,0.2
Tuesday,2023-09-05,Gift Voucher,20.0
Tuesday,2023-09-05,Integrated EFTPOS,1917.88
Tuesday,2023-09-05,Mail Order Pickup,263.98
Wednesday,2023-09-06,CASH,78.4
Wednesday,2023-09-06,Integrated EFTPOS,2913.39
Thursday,2023-09-07,CASH,0.0
Thursday,2023-09-07,Eftpos card,0.0
Thursday,2023-09-07,Gift Voucher,20.0
Thursday,2023-09-07,Integrated EFTPOS,1554.07
Friday,2023-09-08,Integrated EFTPOS,1023.33
Saturday,2023-09-09,CASH,301.0
Saturday,2023-09-09,Eftpos card,233.98
Saturday,2023-09-09,Gift Voucher,20.0
Saturday,2023-09-09,Integrated EFTPOS,2981.29
Sunday,2023-09-10,Afterpay POS API Payment,-178.0
Sunday,2023-09-10,Gift Voucher,20.0
Sunday,2023-09-10,Integrated EFTPOS,2083.89
Monday,2023-09-11,Integrated EFTPOS,2741.72
Tuesday,2023-09-12,Account,50.0
Tuesday,2023-09-12,Integrated EFTPOS,1388.8
Tuesday,2023-09-12,Mail Order Pickup,71.99
Wednesday,2023-09-13,Integrated EFTPOS,2518.33
Thursday,2023-09-14,CASH,180.0
Thursday,2023-09-14,Gift Voucher,39.01
Thursday,2023-09-14,Integrated EFTPOS,2026.23
Thursday,2023-09-14,Mail Order Pickup,134.99
Friday,2023-09-15,Integrated EFTPOS,1930.48
Saturday,2023-09-16,Gift Voucher,120.0
Saturday,2023-09-16,Integrated EFTPOS,2085.02
Saturday,2023-09-16,PayPal,-88.99
Sunday,2023-09-17,Integrated EFTPOS,783.94
Monday,2023-09-18,Integrated EFTPOS,2507.85
Monday,2023-09-18,Mail Order Pickup,198.98
Tuesday,2023-09-19,Integrated EFTPOS,2248.76
Wednesday,2023-09-20,Gift Voucher,20.0
Wednesday,2023-09-20,Integrated EFTPOS,1684.86
Thursday,2023-09-21,CASH,150.0
Thursday,2023-09-21,Integrated EFTPOS,1937.84
Friday,2023-09-22,Gift Voucher,18.0
Friday,2023-09-22,Integrated EFTPOS,1359.88
Saturday,2023-09-23,Integrated EFTPOS,3618.65
Sunday,2023-09-24,CASH,178.0
Sunday,2023-09-24,Integrated EFTPOS,2407.78
Monday,2023-09-25,Integrated EFTPOS,2429.8
Monday,2023-09-25,Mail Order Pickup,212.26
Tuesday,2023-09-26,CASH,610.95
Tuesday,2023-09-26,Gift Voucher,20.0
Tuesday,2023-09-26,Integrated EFTPOS,3162.48
Wednesday,2023-09-27,CASH,171.0
Wednesday,2023-09-27,Gift Voucher,20.0
Wednesday,2023-09-27,Integrated EFTPOS,2749.74
Wednesday,2023-09-27,Mail Order Pickup,102.15
Thursday,2023-09-28,Integrated EFTPOS,1475.78
Thursday,2023-09-28,Mail Order Pickup,224.99
Thursday,2023-09-28,PayPal,-206.98
Friday,2023-09-29,CASH,120.0
Friday,2023-09-29,Gift Voucher,98.0
Friday,2023-09-29,Integrated EFTPOS,2554.78
Saturday,2023-09-30,Gift Voucher,40.0
Saturday,2023-09-30,Integrated EFTPOS,5462.48
Sunday,2023-10-01,Integrated EFTPOS,3471.65
Monday,2023-10-02,Integrated EFTPOS,2384.77
Monday,2023-10-02,Mail Order Pickup,244.97
Tuesday,2023-10-03,Account,794.96
Tuesday,2023-10-03,Integrated EFTPOS,1041.88
Wednesday,2023-10-04,Account,309.97
Wednesday,2023-10-04,CASH,135.0
Wednesday,2023-10-04,Gift Voucher,40.0
Wednesday,2023-10-04,Integrated EFTPOS,2115.84
Wednesday,2023-10-04,Mail Order Pickup,134.99
Wednesday,2023-10-04,PayPal,-383.45
Thursday,2023-10-05,Integrated EFTPOS,720.93
Thursday,2023-10-05,Mail Order Pickup,435.96
Friday,2023-10-06,Account,290.0
Friday,2023-10-06,CASH,118.0
Friday,2023-10-06,Gift Voucher,20.0
Friday,2023-10-06,Integrated EFTPOS,2042.77
Saturday,2023-10-07,CASH,72.0
Saturday,2023-10-07,Integrated EFTPOS,2252.86
Sunday,2023-10-08,Gift Voucher,20.0
Sunday,2023-10-08,Integrated EFTPOS,1984.86
Monday,2023-10-09,Account,50.0
Monday,2023-10-09,Integrated EFTPOS,671.94
Monday,2023-10-09,Mail Order Pickup,152.99
Tuesday,2023-10-10,Gift Voucher,20.0
Tuesday,2023-10-10,Integrated EFTPOS,1697.87
Tuesday,2023-10-10,PayPal,-17.98
Wednesday,2023-10-11,CASH,135.0
Wednesday,2023-10-11,Gift Voucher,20.0
Wednesday,2023-10-11,Integrated EFTPOS,3009.56
Thursday,2023-10-12,CASH,306.0
Thursday,2023-10-12,Gift Voucher,20.0
Thursday,2023-10-12,Integrated EFTPOS,2028.81
Friday,2023-10-13,Gift Voucher,20.0
Friday,2023-10-13,Integrated EFTPOS,2840.82
Saturday,2023-10-14,CASH,99.0
Saturday,2023-10-14,Integrated EFTPOS,3265.5
Sunday,2023-10-15,Account,80.41
Sunday,2023-10-15,Integrated EFTPOS,998.5
Monday,2023-10-16,Integrated EFTPOS,953.92
Tuesday,2023-10-17,CASH,99.0
Tuesday,2023-10-17,Integrated EFTPOS,1114.94
Wednesday,2023-10-18,CASH,90.0
Wednesday,2023-10-18,Integrated EFTPOS,997.45
Thursday,2023-10-19,Gift Voucher,20.0
Thursday,2023-10-19,Integrated EFTPOS,3360.81
Friday,2023-10-20,CASH,350.0
Friday,2023-10-20,Gift Voucher,20.0
Friday,2023-10-20,Integrated EFTPOS,2642.79
Saturday,2023-10-21,CASH,232.0
Saturday,2023-10-21,Gift Voucher,20.0
Saturday,2023-10-21,Integrated EFTPOS,3208.78
Sunday,2023-10-22,Integrated EFTPOS,3334.73
Monday,2023-10-23,Gift Voucher,20.0
Monday,2023-10-23,Integrated EFTPOS,3690.73
Tuesday,2023-10-24,Integrated EFTPOS,3095.75
Wednesday,2023-10-25,CASH,100.0
Wednesday,2023-10-25,Integrated EFTPOS,3042.36
Thursday,2023-10-26,Integrated EFTPOS,1323.89
Friday,2023-10-27,Gift Voucher,40.0
Friday,2023-10-27,Integrated EFTPOS,1248.87
Friday,2023-10-27,Mail Order Pickup,135.99
Saturday,2023-10-28,Integrated EFTPOS,4294.53
Sunday,2023-10-29,CASH,50.0
Sunday,2023-10-29,Gift Voucher,20.0
Sunday,2023-10-29,Integrated EFTPOS,2521.78
Monday,2023-10-30,CASH,99.0
Monday,2023-10-30,Integrated EFTPOS,1693.85
Monday,2023-10-30,Mail Order Pickup,169.98
Tuesday,2023-10-31,Gift Voucher,40.0
Tuesday,2023-10-31,Integrated EFTPOS,2231.9
Wednesday,2023-11-01,Integrated EFTPOS,1873.35
Thursday,2023-11-02,CASH,125.0
Thursday,2023-11-02,Gift Voucher,40.0
Thursday,2023-11-02,Integrated EFTPOS,3067.27
Thursday,2023-11-02,Mail Order Pickup,90.99
Friday,2023-11-03,Integrated EFTPOS,2246.37
Saturday,2023-11-04,Gift Voucher,40.0
Saturday,2023-11-04,Integrated EFTPOS,2203.85
Sunday,2023-11-05,CASH,120.0
Sunday,2023-11-05,Integrated EFTPOS,1323.38
Monday,2023-11-06,Gift Voucher,20.0
Monday,2023-11-06,Integrated EFTPOS,1325.91
Tuesday,2023-11-07,CASH,99.0
Tuesday,2023-11-07,Gift Voucher,27.51
Tuesday,2023-11-07,Integrated EFTPOS,3509.25
Wednesday,2023-11-08,Integrated EFTPOS,2721.82
Thursday,2023-11-09,Gift Voucher,20.0
Thursday,2023-11-09,Integrated EFTPOS,1543.94
Friday,2023-11-10,CASH,104.0
Friday,2023-11-10,Integrated EFTPOS,1141.42
Saturday,2023-11-11,Afterpay POS API Payment,-143.98
Saturday,2023-11-11,Integrated EFTPOS,3527.27
Sunday,2023-11-12,Gift Voucher,20.0
Sunday,2023-11-12,Integrated EFTPOS,4153.76
Monday,2023-11-13,Gift Voucher,20.0
Monday,2023-11-13,Integrated EFTPOS,2041.87
Monday,2023-11-13,Mail Order Pickup,119.99
Tuesday,2023-11-14,Integrated EFTPOS,2013.85
Wednesday,2023-11-15,Gift Voucher,20.0
Wednesday,2023-11-15,Integrated EFTPOS,1338.9
Thursday,2023-11-16,Gift Voucher,20.0
Thursday,2023-11-16,Integrated EFTPOS,5276.47
Friday,2023-11-17,Account,100.0
Friday,2023-11-17,CASH,139.0
Friday,2023-11-17,Gift Voucher,20.0
Friday,2023-11-17,Integrated EFTPOS,4458.52
Saturday,2023-11-18,Integrated EFTPOS,5215.42
Sunday,2023-11-19,CASH,630.9
Sunday,2023-11-19,Gift Voucher,20.0
Sunday,2023-11-19,Integrated EFTPOS,2806.69
Monday,2023-11-20,Integrated EFTPOS,2572.7
Monday,2023-11-20,Mail Order Pickup,570.95
Tuesday,2023-11-21,Gift Voucher,40.0
Tuesday,2023-11-21,Integrated EFTPOS,2257.21
Wednesday,2023-11-22,Gift Voucher,20.0
Wednesday,2023-11-22,Integrated EFTPOS,1093.85
Thursday,2023-11-23,CASH,72.0
Thursday,2023-11-23,Gift Voucher,108.03
Thursday,2023-11-23,Integrated EFTPOS,2610.66
Friday,2023-11-24,Gift Voucher,40.0
Friday,2023-11-24,Integrated EFTPOS,4943.54
Friday,2023-11-24,Mail Order Pickup,119.99
Saturday,2023-11-25,Account,100.0
Saturday,2023-11-25,CASH,112.0
Saturday,2023-11-25,Gift Voucher,40.0
Saturday,2023-11-25,Integrated EFTPOS,5894.48
Sunday,2023-11-26,CASH,49.0
Sunday,2023-11-26,Gift Voucher,189.98
Sunday,2023-11-26,Integrated EFTPOS,5320.47
Monday,2023-11-27,Gift Voucher,20.0
Monday,2023-11-27,Integrated EFTPOS,3130.7
Monday,2023-11-27,Mail Order Pickup,182.98
Tuesday,2023-11-28,CASH,207.5
Tuesday,2023-11-28,Gift Voucher,40.0
Tuesday,2023-11-28,Integrated EFTPOS,1187.4
Tuesday,2023-11-28,Mail Order Pickup,69.99
Wednesday,2023-11-29,Afterpay POS API Payment,-159.99
Wednesday,2023-11-29,Gift Voucher,137.48
Wednesday,2023-11-29,Integrated EFTPOS,1495.86
Thursday,2023-11-30,Integrated EFTPOS,1795.32
Friday,2023-12-01,Account,59.99
Friday,2023-12-01,CASH,200.0
Friday,2023-12-01,Integrated EFTPOS,3566.2
Friday,2023-12-01,Mail Order Pickup,134.99
Friday,2023-12-01,PayPal,-233.98
Saturday,2023-12-02,CASH,247.5
Saturday,2023-12-02,Gift Voucher,20.0
Saturday,2023-12-02,Integrated EFTPOS,4527.59
Sunday,2023-12-03,CASH,243.0
Sunday,2023-12-03,Gift Voucher,20.0
Sunday,2023-12-03,Integrated EFTPOS,3123.77
Monday,2023-12-04,CASH,135.0
Monday,2023-12-04,Gift Voucher,40.0
Monday,2023-12-04,Integrated EFTPOS,2814.21
Tuesday,2023-12-05,CASH,35.0
Tuesday,2023-12-05,Gift Voucher,20.0
Tuesday,2023-12-05,Integrated EFTPOS,1490.36
Wednesday,2023-12-06,Account,509.99
Wednesday,2023-12-06,Integrated EFTPOS,1792.33
Wednesday,2023-12-06,Mail Order Pickup,259.99
Thursday,2023-12-07,CASH,126.0
Thursday,2023-12-07,Integrated EFTPOS,1866.36
Thursday,2023-12-07,PayPal,-79.0
Friday,2023-12-08,CASH,10.0
Friday,2023-12-08,Gift Voucher,99.99
Friday,2023-12-08,Integrated EFTPOS,2757.27
Saturday,2023-12-09,Integrated EFTPOS,4713.48
Sunday,2023-12-10,Gift Voucher,20.0
Sunday,2023-12-10,Integrated EFTPOS,1859.36
Monday,2023-12-11,Integrated EFTPOS,2245.76
Tuesday,2023-12-12,Integrated EFTPOS,1640.86
Wednesday,2023-12-13,Account,529.97
Wednesday,2023-12-13,Gift Voucher,109.99
Wednesday,2023-12-13,Integrated EFTPOS,3711.72
Thursday,2023-12-14,Integrated EFTPOS,2533.24
Thursday,2023-12-14,Mail Order Pickup,97.49
Friday,2023-12-15,Account,209.99
Friday,2023-12-15,CASH,629.95
Friday,2023-12-15,Integrated EFTPOS,3047.23
Saturday,2023-12-16,CASH,190.0
Saturday,2023-12-16,Gift Voucher,140.0
Saturday,2023-12-16,Integrated EFTPOS,6938.87
Sunday,2023-12-17,Account,200.0
Sunday,2023-12-17,Integrated EFTPOS,3790.66
Monday,2023-12-18,Gift Voucher,20.0
Monday,2023-12-18,Integrated EFTPOS,4787.6
Tuesday,2023-12-19,Account,79.99
Tuesday,2023-12-19,CASH,384.5
Tuesday,2023-12-19,Gift Voucher,20.0
Tuesday,2023-12-19,Integrated EFTPOS,3336.71
Wednesday,2023-12-20,Integrated EFTPOS,991.64
Thursday,2023-12-21,Account,80.0
Thursday,2023-12-21,CASH,63.0
Thursday,2023-12-21,Gift Voucher,190.0
Thursday,2023-12-21,Integrated EFTPOS,4964.75
Friday,2023-12-22,Account,49.0
Friday,2023-12-22,Gift Voucher,20.0
Friday,2023-12-22,Integrated EFTPOS,8659.97
Saturday,2023-12-23,Account,564.97
Saturday,2023-12-23,CASH,401.0
Saturday,2023-12-23,Gift Voucher,20.0
Saturday,2023-12-23,Integrated EFTPOS,8371.89
Sunday,2023-12-24,Account,19.0
Sunday,2023-12-24,CASH,98.0
Sunday,2023-12-24,Gift Voucher,40.0
Sunday,2023-12-24,Integrated EFTPOS,4585.73
Tuesday,2023-12-26,CASH,300.0
Tuesday,2023-12-26,Gift Voucher,120.0
Tuesday,2023-12-26,Integrated EFTPOS,3182.82
Wednesday,2023-12-27,CASH,100.0
Wednesday,2023-12-27,Gift Voucher,191.98
Wednesday,2023-12-27,Integrated EFTPOS,3563.28
Wednesday,2023-12-27,Mail Order Pickup,469.98
Wednesday,2023-12-27,PayPal,-134.99
Thursday,2023-12-28,Gift Voucher,20.0
Thursday,2023-12-28,Integrated EFTPOS,2597.8
Friday,2023-12-29,CASH,129.0
Friday,2023-12-29,Gift Voucher,40.0
Friday,2023-12-29,Integrated EFTPOS,3619.77
Saturday,2023-12-30,Integrated EFTPOS,2053.8
Sunday,2023-12-31,Integrated EFTPOS,2146.82
Tuesday,2024-01-02,CASH,139.2
Tuesday,2024-01-02,Gift Voucher,50.0
Tuesday,2024-01-02,Integrated EFTPOS,1169.77
Tuesday,2024-01-02,Mail Order Pickup,94.99
Wednesday,2024-01-03,CASH,88.4
Wednesday,2024-01-03,Integrated EFTPOS,2107.79
Wednesday,2024-01-03,Mail Order Pickup,143.2
Wednesday,2024-01-03,PayPal,-214.8
Thursday,2024-01-04,Gift Voucher,117.99
Thursday,2024-01-04,Integrated EFTPOS,1039.26
Thursday,2024-01-04,Mail Order Pickup,99.99
Friday,2024-01-05,Account,300.0
Friday,2024-01-05,Gift Voucher,20.0
Friday,2024-01-05,Integrated EFTPOS,1934.48
Friday,2024-01-05,PayPal,-104.99
Saturday,2024-01-06,CASH,126.0
Saturday,2024-01-06,Gift Voucher,83.2
Saturday,2024-01-06,Integrated EFTPOS,1896.27
Sunday,2024-01-07,Account,10.0
Sunday,2024-01-07,Integrated EFTPOS,1406.31
Monday,2024-01-08,Integrated EFTPOS,1233.74
Monday,2024-01-08,Mail Order Pickup,329.98
Tuesday,2024-01-09,Integrated EFTPOS,1695.09
Wednesday,2024-01-10,CASH,33.8
Wednesday,2024-01-10,Integrated EFTPOS,1381.14
Wednesday,2024-01-10,Mail Order Pickup,63.2
Wednesday,2024-01-10,PayPal,-79.2
Thursday,2024-01-11,Gift Voucher,332.98
Thursday,2024-01-11,Integrated EFTPOS,943.34
Friday,2024-01-12,Gift Voucher,20.0
Friday,2024-01-12,Integrated EFTPOS,2113.65
Friday,2024-01-12,PayPal,-277.2
Saturday,2024-01-13,CASH,12.0
Saturday,2024-01-13,Gift Voucher,51.2
Saturday,2024-01-13,Integrated EFTPOS,3882.28
Sunday,2024-01-14,CASH,39.2
Sunday,2024-01-14,Gift Voucher,40.0
Sunday,2024-01-14,Integrated EFTPOS,1650.65
Monday,2024-01-15,Integrated EFTPOS,1149.61
Monday,2024-01-15,Mail Order Pickup,39.2
Tuesday,2024-01-16,CASH,0.0
Tuesday,2024-01-16,Integrated EFTPOS,2330.83
Wednesday,2024-01-17,Gift Voucher,20.0
Wednesday,2024-01-17,Integrated EFTPOS,2790.79
Thursday,2024-01-18,Gift Voucher,20.0
Thursday,2024-01-18,Integrated EFTPOS,1051.89
Friday,2024-01-19,Integrated EFTPOS,2515.28
Friday,2024-01-19,Mail Order Pickup,104.99
Friday,2024-01-19,PayPal,-83.99
Saturday,2024-01-20,Gift Voucher,100.0
Saturday,2024-01-20,Integrated EFTPOS,2728.28
Sunday,2024-01-21,CASH,59.0
Sunday,2024-01-21,Integrated EFTPOS,1516.89
Monday,2024-01-22,CASH,59.0
Monday,2024-01-22,Integrated EFTPOS,2152.1
Monday,2024-01-22,Mail Order Pickup,78.0
Tuesday,2024-01-23,Integrated EFTPOS,1812.86
Tuesday,2024-01-23,Mail Order Pickup,89.99
Wednesday,2024-01-24,CASH,60.0
Wednesday,2024-01-24,Gift Voucher,149.97
Wednesday,2024-01-24,Integrated EFTPOS,933.14
Thursday,2024-01-25,Integrated EFTPOS,1137.89
Saturday,2024-01-27,CASH,172.5
Saturday,2024-01-27,Integrated EFTPOS,1841.3
Sunday,2024-01-28,Integrated EFTPOS,2785.71
Monday,2024-01-29,Integrated EFTPOS,1089.83
Monday,2024-01-29,Mail Order Pickup,134.98
Tuesday,2024-01-30,Integrated EFTPOS,850.91
Wednesday,2024-01-31,Gift Voucher,100.0
Wednesday,2024-01-31,Integrated EFTPOS,1018.89
Thursday,2024-02-01,Account,81.0
Thursday,2024-02-01,CASH,337.5
Thursday,2024-02-01,Integrated EFTPOS,1941.83
Thursday,2024-02-01,Mail Order Pickup,54.99
Friday,2024-02-02,Account,51.0
Friday,2024-02-02,CASH,75.0
Friday,2024-02-02,Gift Voucher,20.0
Friday,2024-02-02,Integrated EFTPOS,2299.23
Saturday,2024-02-03,Account,560.0
Saturday,2024-02-03,Integrated EFTPOS,2337.2
Sunday,2024-02-04,Integrated EFTPOS,3760.16
Monday,2024-02-05,Integrated EFTPOS,1136.39
Monday,2024-02-05,Mail Order Pickup,314.97
Tuesday,2024-02-06,CASH,90.0
Tuesday,2024-02-06,Gift Voucher,94.99
Tuesday,2024-02-06,Integrated EFTPOS,2265.33
Tuesday,2024-02-06,Mail Order Pickup,74.99
Wednesday,2024-02-07,Account,260.01
Wednesday,2024-02-07,CASH,90.0
Wednesday,2024-02-07,Integrated EFTPOS,1279.88
Thursday,2024-02-08,Account,50.12
Thursday,2024-02-08,CASH,316.0
Thursday,2024-02-08,Integrated EFTPOS,1542.36
Friday,2024-02-09,Account,479.96
Friday,2024-02-09,Integrated EFTPOS,1014.92
Saturday,2024-02-10,CASH,196.0
Saturday,2024-02-10,Integrated EFTPOS,3853.7
Sunday,2024-02-11,Gift Voucher,20.0
Sunday,2024-02-11,Integrated EFTPOS,1693.82
Monday,2024-02-12,CASH,-75.0
Monday,2024-02-12,Integrated EFTPOS,2771.29
Monday,2024-02-12,Mail Order Pickup,610.44
Monday,2024-02-12,PayPal,-217.48
Tuesday,2024-02-13,Gift Voucher,20.0
Tuesday,2024-02-13,Integrated EFTPOS,774.91
Tuesday,2024-02-13,Mail Order Pickup,179.99
Wednesday,2024-02-14,CASH,81.0
Wednesday,2024-02-14,Integrated EFTPOS,2396.24
Wednesday,2024-02-14,Mail Order Pickup,194.98
Thursday,2024-02-15,Gift Voucher,100.0
Thursday,2024-02-15,Integrated EFTPOS,684.04
Thursday,2024-02-15,Mail Order Pickup,335.97
Friday,2024-02-16,Gift Voucher,20.0
Friday,2024-02-16,Integrated EFTPOS,1749.34
Saturday,2024-02-17,Gift Voucher,100.0
Saturday,2024-02-17,Integrated EFTPOS,2620.22
Sunday,2024-02-18,Integrated EFTPOS,2344.28
Monday,2024-02-19,CASH,208.0
Monday,2024-02-19,Integrated EFTPOS,898.42
Tuesday,2024-02-20,CASH,362.45
Tuesday,2024-02-20,Integrated EFTPOS,1777.35
Wednesday,2024-02-21,CASH,284.95
Wednesday,2024-02-21,Integrated EFTPOS,544.65
Wednesday,2024-02-21,Mail Order Pickup,299.97
Thursday,2024-02-22,Integrated EFTPOS,1655.36
Thursday,2024-02-22,Mail Order Pickup,199.99
Friday,2024-02-23,Account,85.0
Friday,2024-02-23,Integrated EFTPOS,989.9
Saturday,2024-02-24,Gift Voucher,20.0
Saturday,2024-02-24,Integrated EFTPOS,2933.25
Sunday,2024-02-25,Gift Voucher,79.99
Sunday,2024-02-25,Integrated EFTPOS,1759.38
Monday,2024-02-26,Integrated EFTPOS,2112.82
Tuesday,2024-02-27,Integrated EFTPOS,1425.86
Tuesday,2024-02-27,Mail Order Pickup,468.96
Wednesday,2024-02-28,Birthday Voucher Refund,-20.0
Wednesday,2024-02-28,Integrated EFTPOS,1831.87
Wednesday,2024-02-28,PayPal,-139.98
Thursday,2024-02-29,Integrated EFTPOS,2563.78
Thursday,2024-02-29,Mail Order Pickup,207.98
Friday,2024-03-01,Gift Voucher,80.99
Friday,2024-03-01,Integrated EFTPOS,1050.4
Friday,2024-03-01,Mail Order Pickup,209.98
Saturday,2024-03-02,Gift Voucher,20.0
Saturday,2024-03-02,Integrated EFTPOS,2986.07
Sunday,2024-03-03,Gift Voucher,20.0
Sunday,2024-03-03,Integrated EFTPOS,4363.17
Monday,2024-03-04,CASH,128.0
Monday,2024-03-04,Integrated EFTPOS,3833.21
Tuesday,2024-03-05,CASH,39.0
Tuesday,2024-03-05,Integrated EFTPOS,1530.93
Tuesday,2024-03-05,Mail Order Pickup,579.98
Wednesday,2024-03-06,Integrated EFTPOS,1848.94
Thursday,2024-03-07,Gift Voucher,20.0
Thursday,2024-03-07,Integrated EFTPOS,1555.95
Friday,2024-03-08,Integrated EFTPOS,2439.42
Saturday,2024-03-09,Gift Voucher,40.0
Saturday,2024-03-09,Integrated EFTPOS,2955.9
Sunday,2024-03-10,CASH,60.0
Sunday,2024-03-10,Gift Voucher,150.0
Sunday,2024-03-10,Integrated EFTPOS,1796.93
Monday,2024-03-11,Gift Voucher,40.0
Monday,2024-03-11,Integrated EFTPOS,1217.97
Tuesday,2024-03-12,CASH,99.0
Tuesday,2024-03-12,Integrated EFTPOS,2476.88
Wednesday,2024-03-13,Gift Voucher,20.0
Wednesday,2024-03-13,Integrated EFTPOS,1959.89
Wednesday,2024-03-13,Mail Order Pickup,125.99
Thursday,2024-03-14,Integrated EFTPOS,1474.42
Friday,2024-03-15,Integrated EFTPOS,5151.7
Saturday,2024-03-16,CASH,285.0
Saturday,2024-03-16,Integrated EFTPOS,3670.79
Sunday,2024-03-17,CASH,307.0
Sunday,2024-03-17,Gift Voucher,20.0
Sunday,2024-03-17,Integrated EFTPOS,3403.81
Monday,2024-03-18,Integrated EFTPOS,-17.0
Monday,2024-03-18,Mail Order Pickup,222.99
Monday,2024-03-18,PayPal,-191.99
Tuesday,2024-03-19,Gift Voucher,20.0
Tuesday,2024-03-19,Integrated EFTPOS,183.78
Tuesday,2024-03-19,Mail Order Pickup,79.0
Wednesday,2024-03-20,Integrated EFTPOS,1472.72
Thursday,2024-03-21,Account,80.0
Thursday,2024-03-21,CASH,228.0
Thursday,2024-03-21,Integrated EFTPOS,2621.86
Friday,2024-03-22,Gift Voucher,20.0
Friday,2024-03-22,Integrated EFTPOS,2287.88
Friday,2024-03-22,PayPal,-75.0
Saturday,2024-03-23,Afterpay POS API Payment,-69.6
Saturday,2024-03-23,CASH,39.2
Saturday,2024-03-23,Gift Voucher,20.0
Saturday,2024-03-23,Integrated EFTPOS,3616.04
Saturday,2024-03-23,PayPal,-79.0
Sunday,2024-03-24,CASH,97.0
Sunday,2024-03-24,Gift Voucher,20.0
Sunday,2024-03-24,Integrated EFTPOS,1670.96
Monday,2024-03-25,Integrated EFTPOS,925.37
Tuesday,2024-03-26,Gift Voucher,20.0
Tuesday,2024-03-26,Integrated EFTPOS,2350.26
Wednesday,2024-03-27,Integrated EFTPOS,4646.65
Thursday,2024-03-28,CASH,456.0
Thursday,2024-03-28,Gift Voucher,200.0
Thursday,2024-03-28,Integrated EFTPOS,4137.34
Saturday,2024-03-30,Integrated EFTPOS,2103.66
Monday,2024-04-01,CASH,166.0
Monday,2024-04-01,Gift Voucher,20.0
Monday,2024-04-01,Integrated EFTPOS,3027.83
Tuesday,2024-04-02,Integrated EFTPOS,2080.4
Wednesday,2024-04-03,CASH,34.3
Wednesday,2024-04-03,Gift Voucher,20.0
Wednesday,2024-04-03,Integrated EFTPOS,2971.85
Wednesday,2024-04-03,Mail Order Pickup,478.17
Thursday,2024-04-04,Gift Voucher,120.0
Thursday,2024-04-04,Integrated EFTPOS,1944.48
Friday,2024-04-05,Integrated EFTPOS,3869.37
Friday,2024-04-05,Mail Order Pickup,109.0
Saturday,2024-04-06,CASH,135.0
Saturday,2024-04-06,Integrated EFTPOS,2139.14
Sunday,2024-04-07,Gift Voucher,20.0
Sunday,2024-04-07,Integrated EFTPOS,2362.33
Monday,2024-04-08,Gift Voucher,20.0
Monday,2024-04-08,Integrated EFTPOS,1726.22
Monday,2024-04-08,Mail Order Pickup,369.59
Tuesday,2024-04-09,Account,519.96
Tuesday,2024-04-09,Integrated EFTPOS,1207.53
Wednesday,2024-04-10,Gift Voucher,20.0
Wednesday,2024-04-10,Integrated EFTPOS,3313.21
Wednesday,2024-04-10,Mail Order Pickup,672.95
Wednesday,2024-04-10,PayPal,-343.99
Thursday,2024-04-11,Gift Voucher,220.0
Thursday,2024-04-11,Integrated EFTPOS,2228.37
Friday,2024-04-12,Account,260.0
Friday,2024-04-12,Afterpay POS API Payment,-79.99
Friday,2024-04-12,Integrated EFTPOS,2127.5
Saturday,2024-04-13,Account,659.96
Saturday,2024-04-13,Gift Voucher,40.0
Saturday,2024-04-13,Integrated EFTPOS,3599.72
Sunday,2024-04-14,CASH,260.0
Sunday,2024-04-14,Gift Voucher,20.0
Sunday,2024-04-14,Integrated EFTPOS,3809.79
Monday,2024-04-15,CASH,54.0
Monday,2024-04-15,Integrated EFTPOS,1550.94
Monday,2024-04-15,Mail Order Pickup,499.97
Monday,2024-04-15,PayPal,-34.3
Tuesday,2024-04-16,Account,560.0
Tuesday,2024-04-16,CASH,150.0
Tuesday,2024-04-16,Integrated EFTPOS,1855.86
Wednesday,2024-04-17,Account,260.0
Wednesday,2024-04-17,Integrated EFTPOS,4825.71
Thursday,2024-04-18,Integrated EFTPOS,2922.8
Thursday,2024-04-18,Mail Order Pickup,159.99
Friday,2024-04-19,Integrated EFTPOS,3895.57
